         2011094 function calls (1975504 primitive calls) in 3.133 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.002    0.002 types.py:1(<module>)
      810    0.000    0.000    0.000    0.000 types.py:176(__get__)
        2    0.000    0.000    0.000    0.000 types.py:249(coroutine)
      696    0.002    0.000    0.012    0.000 typing.py:1016(__init__)
     4086    0.001    0.000    0.001    0.000 typing.py:1022(<genexpr>)
     1810    0.000    0.000    0.001    0.000 typing.py:1031(__eq__)
 1174/979    0.000    0.000    0.001    0.000 typing.py:1037(__hash__)
       77    0.000    0.000    0.006    0.000 typing.py:1040(__or__)
       18    0.000    0.000    0.001    0.000 typing.py:1043(__ror__)
    70/19    0.000    0.000    0.003    0.000 typing.py:1046(__getitem__)
      165    0.000    0.000    0.000    0.000 typing.py:1053(<genexpr>)
       86    0.000    0.000    0.000    0.000 typing.py:1055(<genexpr>)
      154    0.000    0.000    0.000    0.000 typing.py:1074(<genexpr>)
       51    0.000    0.000    0.001    0.000 typing.py:1083(copy_with)
       11    0.000    0.000    0.000    0.000 typing.py:1107(__mro_entries__)
        4    0.000    0.000    0.000    0.000 typing.py:1128(__init__)
      150    0.000    0.000    0.003    0.000 typing.py:1138(__getitem__)
      332    0.000    0.000    0.001    0.000 typing.py:1143(<genexpr>)
      209    0.000    0.000    0.003    0.000 typing.py:1147(copy_with)
        2    0.000    0.000    0.000    0.000 typing.py:1164(__or__)
       59    0.000    0.000    0.001    0.000 typing.py:1188(copy_with)
      120    0.000    0.000    0.002    0.000 typing.py:1194(__getitem__)
       59    0.000    0.000    0.001    0.000 typing.py:1208(__getitem_inner__)
      124    0.000    0.000    0.000    0.000 typing.py:1217(<genexpr>)
       52    0.000    0.000    0.001    0.000 typing.py:1223(__getitem__)
      143    0.000    0.000    0.000    0.000 typing.py:1234(<genexpr>)
       19    0.000    0.000    0.001    0.000 typing.py:1239(copy_with)
      702    0.000    0.000    0.000    0.000 typing.py:1242(__eq__)
  283/260    0.000    0.000    0.001    0.000 typing.py:1247(__hash__)
      776    0.000    0.000    0.000    0.000 typing.py:1272(_value_and_type_iter)
     8148    0.001    0.000    0.001    0.000 typing.py:1273(<genexpr>)
      293    0.000    0.000    0.000    0.000 typing.py:1278(__eq__)
      708    0.001    0.000    0.002    0.000 typing.py:1284(__hash__)
       33    0.000    0.000    0.001    0.000 typing.py:1323(__class_getitem__)
       67    0.000    0.000    0.000    0.000 typing.py:1330(<genexpr>)
       17    0.000    0.000    0.000    0.000 typing.py:1333(<genexpr>)
       50    0.000    0.000    0.000    0.000 typing.py:1342(<genexpr>)
       33    0.000    0.000    0.000    0.000 typing.py:1350(__init_subclass__)
     1404    0.000    0.000    0.002    0.000 typing.py:137(_type_convert)
     1198    0.002    0.000    0.005    0.000 typing.py:146(_type_check)
       17    0.000    0.000    0.000    0.000 typing.py:1549(__init_subclass__)
       34    0.000    0.000    0.000    0.000 typing.py:1554(<genexpr>)
        6    0.000    0.000    0.000    0.000 typing.py:1712(runtime_checkable)
      430    0.000    0.000    0.000    0.000 typing.py:1737(cast)
      259    0.000    0.000    0.000    0.000 typing.py:1902(get_origin)
       78    0.000    0.000    0.000    0.000 typing.py:2018(overload)
        9    0.000    0.000    0.000    0.000 typing.py:2047(final)
      578    0.002    0.000    0.003    0.000 typing.py:206(_collect_type_vars)
      863    0.000    0.000    0.000    0.000 typing.py:219(<listcomp>)
      199    0.000    0.000    0.000    0.000 typing.py:223(_check_generic)
       32    0.000    0.000    0.003    0.000 typing.py:2247(_make_nmtuple)
       32    0.000    0.000    0.000    0.000 typing.py:2248(<listcomp>)
       32    0.000    0.000    0.001    0.000 typing.py:2249(<dictcomp>)
       32    0.000    0.000    0.003    0.000 typing.py:2267(__new__)
       32    0.000    0.000    0.000    0.000 typing.py:2280(<listcomp>)
       32    0.000    0.000    0.000    0.000 typing.py:2328(_namedtuple_mro_entries)
        2    0.000    0.000    0.000    0.000 typing.py:2338(__new__)
        2    0.000    0.000    0.000    0.000 typing.py:2356(<dictcomp>)
        1    0.000    0.000    0.000    0.000 typing.py:2448(<lambda>)
      342    0.000    0.000    0.002    0.000 typing.py:253(_deduplicate)
      274    0.000    0.000    0.002    0.000 typing.py:267(_remove_dups_flatten)
       68    0.000    0.000    0.000    0.000 typing.py:284(_flatten_literal_params)
        3    0.000    0.000    0.000    0.000 typing.py:298(_tp_cache)
        3    0.000    0.000    0.000    0.000 typing.py:302(decorator)
1871/1705    0.001    0.000    0.027    0.000 typing.py:306(inner)
        7    0.000    0.000    0.000    0.000 typing.py:346(__init_subclass__)
        7    0.000    0.000    0.000    0.000 typing.py:366(__init__)
       35    0.000    0.000    0.000    0.000 typing.py:371(__getattr__)
       80    0.000    0.000    0.000    0.000 typing.py:380(__repr__)
        1    0.000    0.000    0.000    0.000 typing.py:389(__or__)
  350/277    0.000    0.000    0.012    0.000 typing.py:401(__getitem__)
       86    0.000    0.000    0.004    0.000 typing.py:407(__getitem__)
        1    0.000    0.000    0.000    0.000 typing.py:442(ClassVar)
      274    0.001    0.000    0.011    0.000 typing.py:483(Union)
      885    0.000    0.000    0.003    0.000 typing.py:515(<genexpr>)
       73    0.000    0.000    0.002    0.000 typing.py:523(Optional)
       68    0.000    0.000    0.004    0.000 typing.py:532(Literal)
     1790    0.000    0.000    0.000    0.000 typing.py:560(<genexpr>)
      140    0.000    0.000    0.001    0.000 typing.py:664(__init__)
      888    0.000    0.000    0.000    0.000 typing.py:705(__eq__)
       86    0.000    0.000    0.000    0.000 typing.py:714(__hash__)
       56    0.000    0.000    0.000    0.000 typing.py:722(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:735(__or__)
        1    0.000    0.000    0.000    0.000 typing.py:741(__repr__)
       53    0.000    0.000    0.000    0.000 typing.py:801(__init__)
       59    0.000    0.000    0.000    0.000 typing.py:810(<genexpr>)
        3    0.000    0.000    0.000    0.000 typing.py:924(__init__)
     5909    0.002    0.000    0.003    0.000 typing.py:935(_is_dunder)
      700    0.000    0.000    0.004    0.000 typing.py:947(__init__)
        2    0.000    0.000    0.000    0.000 typing.py:964(__mro_entries__)
     5909    0.003    0.000    0.006    0.000 typing.py:986(__setattr__)
        1    0.000    0.000    0.001    0.001 typing_extensions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:156(_Sentinel)
       17    0.000    0.000    0.000    0.000 typing_extensions.py:1611(_set_default)
       17    0.000    0.000    0.000    0.000 typing_extensions.py:1616(_set_module)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1623(_DefaultMixin)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1631(_TypeVarLikeMeta)
        9    0.000    0.000    0.000    0.000 typing_extensions.py:1632(__instancecheck__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1640(TypeVar)
       14    0.000    0.000    0.000    0.000 typing_extensions.py:1645(__new__)
      259    0.000    0.000    0.000    0.000 typing_extensions.py:165(_should_collect_from_parameters)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1748(ParamSpec)
        3    0.000    0.000    0.000    0.000 typing_extensions.py:1753(__new__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:192(_AnyMeta)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:203(Any)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2045(_ConcatenateGenericAlias)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2067(_EllipsisDummy)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:2071(_create_concatenate_alias)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:2095(_concatenate_getitem)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:2105(<genexpr>)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:2115(Concatenate)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:221(_ExtensionsSpecialForm)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2348(_TypeFormForm)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2408(_SpecialForm)
        3    0.000    0.000    0.000    0.000 typing_extensions.py:2411(__init__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2702(_UnpackSpecialForm)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2703(__init__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2707(_UnpackAlias)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2859(TypeVarTuple)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3132(deprecated)
       46    0.000    0.000    0.000    0.000 typing_extensions.py:3296(_check_generic)
      131    0.000    0.000    0.000    0.000 typing_extensions.py:3389(_has_generic_or_protocol_as_origin)
      259    0.000    0.000    0.000    0.000 typing_extensions.py:3411(_is_unpacked_typevartuple)
      131    0.000    0.000    0.001    0.000 typing_extensions.py:3424(_collect_type_vars)
      100    0.000    0.000    0.000    0.000 typing_extensions.py:3462(<listcomp>)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3557(_NamedTupleMeta)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:357(overload)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3703(Buffer)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3767(NewType)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3884(TypeAliasType)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:4094(Doc)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:4154(Format)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:434(_is_dunder)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:442(_SpecialGenericAlias)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:443(__init__)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:454(__setattr__)
        7    0.000    0.000    0.000    0.000 typing_extensions.py:464(__getitem__)
       24    0.000    0.000    0.000    0.000 typing_extensions.py:469(<genexpr>)
        9    0.000    0.000    0.000    0.000 typing_extensions.py:529(_get_protocol_attrs)
       17    0.000    0.000    0.000    0.000 typing_extensions.py:541(_caller)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:583(_ProtocolMeta)
        9    0.000    0.000    0.000    0.000 typing_extensions.py:590(__new__)
        9    0.000    0.000    0.000    0.000 typing_extensions.py:606(__init__)
       22    0.000    0.000    0.000    0.000 typing_extensions.py:669(__eq__)
       39    0.000    0.000    0.000    0.000 typing_extensions.py:680(__hash__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:708(Protocol)
        8    0.000    0.000    0.000    0.000 typing_extensions.py:714(__init_subclass__)
       16    0.000    0.000    0.000    0.000 typing_extensions.py:719(<genexpr>)
        7    0.000    0.000    0.000    0.000 typing_extensions.py:733(runtime_checkable)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:799(SupportsInt)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:808(SupportsFloat)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:817(SupportsComplex)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:826(SupportsBytes)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:835(SupportsIndex)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:843(SupportsAbs)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:854(SupportsRound)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:866(_ensure_subclassable)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:867(inner)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:886(SingletonMeta)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:897(NoDefaultType)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:902(__new__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:917(NoExtraItemsType)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:922(__new__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:983(_TypedDictMeta)
        1    0.000    0.000    0.001    0.001 tz.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:1036(tzstr)
        1    0.000    0.000    0.000    0.000 tz.py:1156(_tzicalvtzcomp)
        1    0.000    0.000    0.000    0.000 tz.py:1167(_tzicalvtz)
        1    0.000    0.000    0.000    0.000 tz.py:1253(tzical)
        1    0.000    0.000    0.000    0.000 tz.py:132(tzoffset)
        1    0.000    0.000    0.000    0.000 tz.py:1470(__get_gettz)
        1    0.000    0.000    0.000    0.000 tz.py:1475(GettzFunc)
        1    0.000    0.000    0.000    0.000 tz.py:1545(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:201(tzlocal)
        1    0.000    0.000    0.000    0.000 tz.py:328(_ttinfo)
        1    0.000    0.000    0.000    0.000 tz.py:373(_tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:386(tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:41(tzutc)
        1    0.000    0.000    0.000    0.000 tz.py:874(tzrange)
        1    0.000    0.000    0.001    0.001 uarray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 unary_operators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 unary_operators.py:25(UnaryOperator)
        1    0.000    0.000    0.000    0.000 unary_operators.py:41(NegExpression)
        1    0.000    0.000    0.000    0.000 unicode.py:1(<module>)
      130    0.000    0.000    0.000    0.000 unicode.py:105(<genexpr>)
        1    0.000    0.000    0.000    0.000 unicode.py:123(pyparsing_unicode)
        1    0.000    0.000    0.000    0.000 unicode.py:135(BasicMultilingualPlane)
     10/3    0.000    0.000    0.001    0.000 unicode.py:14(__get__)
        1    0.000    0.000    0.000    0.000 unicode.py:141(Latin1)
        1    0.000    0.000    0.000    0.000 unicode.py:148(LatinA)
        1    0.000    0.000    0.000    0.000 unicode.py:154(LatinB)
        1    0.000    0.000    0.000    0.000 unicode.py:160(Greek)
       44    0.000    0.000    0.000    0.000 unicode.py:17(<genexpr>)
        1    0.000    0.000    0.000    0.000 unicode.py:200(Cyrillic)
        1    0.000    0.000    0.000    0.000 unicode.py:213(Chinese)
        1    0.000    0.000    0.000    0.000 unicode.py:236(Japanese)
        1    0.000    0.000    0.000    0.000 unicode.py:239(Kanji)
